0;https://i.ytimg.com/vi/RtH0bnHs6hg/maxresdefault.jpg;Before the new year, we want to rewind 2019, remember bright 
0;https://www.futuregamereleases.com/wp-content/uploads/2019/12/pokemon-go-community-day-events-list-2020.jpg;The creators of Pok?mon Go hope to make the players to look forward to waking up every morning and reward good sleeping habits.
0;https://www.iaea.org/sites/default/files/styles/hd_1920x1080/public/lookingahead2020.png?itok=gjPSke5p;Last year was colorful and warm. We have a lot of work ahead, we believe that many bright events and new meetings are waiting for us.
0;https://www.countrywidevents.in/images/slide3.jpg;We love our staff and they love good music, so we've prepared a music surprise for them.  Appreciate all of you.
0;https://eventcatalogue.com/wp-content/uploads/2019/08/Events4.jpg;The presentation of our company in Madrid took place and it has been extremely successful.
0;https://i.pinimg.com/originals/ed/7e/16/ed7e16fe11d57f196bef200b31eab32b.jpg;August relaxation event in our company. If you are tired of work and hot weather, we have soft beanbags, books, delicisous tea and more!
0;https://webstockreview.net/images/march-clipart-event-1.jpg;Celebrate St Patrick's day and other march holidays with us! We have amazing green beer and cute waitresses.
1;https://cmkt-image-prd.freetls.fastly.net/0.1.0/ps/4557825/910/607/m2/fpnw/wm1/ygo4znrnkhq176uxjn03wtpyd0rpjdxesakrchwnm3l4eebyruri86wxdkobavqk-.jpg?1528189843&s=daed3e6eae06a4d9e2ae9d2cb2727638;An extremely emotional and passionate worker, Svetlana, we appreciate that you are with us.
1;https://cmkt-image-prd.freetls.fastly.net/0.1.0/ps/7174510/910/607/m2/fpnw/wm1/xhib3pojudmrlv5joobbf6bxpnoccq2dy10y2pwo5ehvdlqmy5kjflrucfzrppf1-.jpg?1571661786&s=965216897e0b75db52a9e6cc44172303;This is probably our most talented and easy-going android developer, Konstantin.
1;https://cmkt-image-prd.freetls.fastly.net/0.1.0/ps/7186826/910/607/m2/fpnw/wm1/cdlrfhnylivqj6lsylnjjutyk7shljmoqctpyxrorrxvfxcrcabuqllpdol3wz4c-.jpg?1571836280&s=1d3aa44b42d1aaa5167c49cc66b11d60;We were forced to hire him not to be accused in racism.
1;https://thumbs.dreamstime.com/z/pretty-office-worker-desk-18317682.jpg;This magic person somehow manages to develop front-end with mouse and not complain about 250$ salary
1;https://st2.depositphotos.com/4421371/10675/i/950/depositphotos_106756538-stock-photo-office-worker-with-surprised-expression.jpg;Our beloved and respected secretary, she is bright and smiling and pretty hot.
1;https://media.istockphoto.com/photos/hungry-office-worker-picture-id940001200;We don't really know who that is, but she is kind of cute, so we just let her be.
1;https://previews.123rf.com/images/yacobchuk/yacobchuk1704/yacobchuk170400102/75401896-subray%C3%B3-empleado-gritando-a-su-compa%C3%B1ero-de-trabajo-de-oficina.jpg;"Our big boss, I still can't believe this is the man that hired us. Every day you can hear him saying ""get out of here, bandit!"""
1;https://www.personneltoday.com/wp-content/uploads/sites/8/2019/02/office-worker-health.jpg;Every office has a man that doesn't have any idea what is going on. This one is our case, but his code works and again he doesn't know why
2;https://www.officelovin.com/wp-content/uploads/2017/08/nixon-peabody-m.jpg;This is our newest office in Ivano-Frankivsk. Our workers need to be closer to nature.
2;https://www.architectsnewyork.org/wp-content/uploads/2018/01/Office_Architects_2_Main_Dropbox.jpg;This was our office before transfering to Ivano-Frankivsk, it seems that our staff likes new one way more.
2;https://www.officelovin.com/wp-content/uploads/2019/02/jerde-los-angeles-office-mm.jpg;Another building of out company that is located in LA. It is not far from the biggest casino of the city.
2;https://images.livemint.com/rf/Image-621x414/LiveMint/Period2/2016/08/09/Photos/Processed/indianoffice-U1014124986841D--621x414@LiveMint.JPG;This one contains our cheap labour. Consisted of open spaces exclusively, our Indian office makes our work a lot easier.
